Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
2BB,1781778100094,491,2026-06-18T10:21:40.094Z
2SB,1781778100109,606,2026-06-18T10:21:40.109Z
2BB,1781778101815,500,2026-06-18T10:21:41.815Z
2SB,1781778101929,610,2026-06-18T10:21:41.929Z
1SB,1781778101959,1066,2026-06-18T10:21:41.959Z
1BB,1781778101959,991,2026-06-18T10:21:41.959Z
1BB,1781778103868,984,2026-06-18T10:21:43.868Z
1SB,1781778103949,1080,2026-06-18T10:21:43.949Z
2SB,1781778104012,612,2026-06-18T10:21:44.012Z
2BB,1781778105933,507,2026-06-18T10:21:45.933Z
2SB,1781778105997,610,2026-06-18T10:21:45.997Z
1SB,1781778106029,1072,2026-06-18T10:21:46.029Z
1BB,1781778106060,0,2026-06-18T10:21:46.060Z
2BB,1781778107945,507,2026-06-18T10:21:47.945Z
2SB,1781778108105,612,2026-06-18T10:21:48.105Z
1SB,1781778108121,1069,2026-06-18T10:21:48.121Z
1BB,1781778108231,0,2026-06-18T10:21:48.231Z
1BB,1781778110043,988,2026-06-18T10:21:50.043Z
1BB,1781778111856,987,2026-06-18T10:21:51.856Z
2BB,1781778111872,508,2026-06-18T10:21:51.872Z
2SB,1781778112002,619,2026-06-18T10:21:52.002Z
1SB,1781778112005,1071,2026-06-18T10:21:52.005Z
2BB,1781778113877,494,2026-06-18T10:21:53.877Z
1BB,1781778113957,982,2026-06-18T10:21:53.957Z
2SB,1781778113989,619,2026-06-18T10:21:53.989Z
1SB,1781778113989,1074,2026-06-18T10:21:53.989Z
1BB,1781778116049,987,2026-06-18T10:21:56.049Z
2SB,1781778116065,623,2026-06-18T10:21:56.065Z
1SB,1781778116081,1060,2026-06-18T10:21:56.081Z
2BB,1781778116096,495,2026-06-18T10:21:56.096Z
2BB,1781778118008,501,2026-06-18T10:21:58.008Z
1SB,1781778118066,1075,2026-06-18T10:21:58.066Z
1BB,1781778118150,984,2026-06-18T10:21:58.150Z
2SB,1781778118162,615,2026-06-18T10:21:58.162Z
2BB,1781778120016,502,2026-06-18T10:22:00.016Z
1BB,1781778120143,984,2026-06-18T10:22:00.143Z
2SB,1781778120159,628,2026-06-18T10:22:00.159Z
1SB,1781778120159,1069,2026-06-18T10:22:00.159Z
2BB,1781778121925,493,2026-06-18T10:22:01.925Z
1BB,1781778121956,990,2026-06-18T10:22:01.956Z
2SB,1781778122052,618,2026-06-18T10:22:02.052Z
1SB,1781778122052,1074,2026-06-18T10:22:02.052Z
2BB,1781778123944,509,2026-06-18T10:22:03.944Z
2SB,1781778124047,614,2026-06-18T10:22:04.047Z
1SB,1781778124047,1079,2026-06-18T10:22:04.047Z
1BB,1781778124047,0,2026-06-18T10:22:04.047Z
2BB,1781778125954,557,2026-06-18T10:22:05.954Z
1SB,1781778126128,828,2026-06-18T10:22:06.128Z
2SB,1781778126140,650,2026-06-18T10:22:06.140Z
1BB,1781778126140,925,2026-06-18T10:22:06.140Z
1SB,1781778128121,939,2026-06-18T10:22:08.121Z
2SB,1781778128121,636,2026-06-18T10:22:08.121Z
2BB,1781778128153,602,2026-06-18T10:22:08.153Z
1BB,1781778128330,-1,2026-06-18T10:22:08.330Z
2BB,1781778130071,584,2026-06-18T10:22:10.071Z
1BB,1781778130140,0,2026-06-18T10:22:10.140Z
1SB,1781778130204,976,2026-06-18T10:22:10.204Z
2SB,1781778130220,626,2026-06-18T10:22:10.220Z
1BB,1781778131953,906,2026-06-18T10:22:11.953Z
2BB,1781778131986,572,2026-06-18T10:22:11.986Z
2SB,1781778132017,666,2026-06-18T10:22:12.017Z
1SB,1781778132017,957,2026-06-18T10:22:12.017Z
2BB,1781778133994,578,2026-06-18T10:22:13.994Z
1BB,1781778134042,834,2026-06-18T10:22:14.042Z
1SB,1781778134095,934,2026-06-18T10:22:14.095Z
2SB,1781778134107,701,2026-06-18T10:22:14.107Z
2BB,1781778136005,581,2026-06-18T10:22:16.005Z
2SB,1781778136108,700,2026-06-18T10:22:16.108Z
1BB,1781778136146,818,2026-06-18T10:22:16.146Z
1SB,1781778138166,936,2026-06-18T10:22:18.166Z
2SB,1781778138197,683,2026-06-18T10:22:18.197Z
1BB,1781778138335,-1,2026-06-18T10:22:18.335Z
2BB,1781778138401,578,2026-06-18T10:22:18.401Z
2BB,1781778140126,590,2026-06-18T10:22:20.126Z
1BB,1781778140145,0,2026-06-18T10:22:20.145Z
1SB,1781778140261,944,2026-06-18T10:22:20.261Z
2SB,1781778140276,679,2026-06-18T10:22:20.276Z
2BB,1781778141931,593,2026-06-18T10:22:21.931Z
1BB,1781778141947,0,2026-06-18T10:22:21.947Z
2SB,1781778141995,677,2026-06-18T10:22:21.995Z
1SB,1781778142064,959,2026-06-18T10:22:22.064Z
2SB,1781778144078,668,2026-06-18T10:22:24.078Z
1BB,1781778144142,0,2026-06-18T10:22:24.142Z
2BB,1781778144142,610,2026-06-18T10:22:24.142Z
1SB,1781778144142,951,2026-06-18T10:22:24.142Z
1BB,1781778146048,0,2026-06-18T10:22:26.048Z
2BB,1781778146048,603,2026-06-18T10:22:26.048Z
1SB,1781778146143,941,2026-06-18T10:22:26.143Z
2SB,1781778146159,660,2026-06-18T10:22:26.159Z
2BB,1781778148065,603,2026-06-18T10:22:28.065Z
1SB,1781778148228,940,2026-06-18T10:22:28.228Z
1BB,1781778148238,2082,2026-06-18T10:22:28.238Z
2SB,1781778148254,646,2026-06-18T10:22:28.254Z
1BB,1781778149954,0,2026-06-18T10:22:29.954Z
2BB,1781778149984,602,2026-06-18T10:22:29.984Z
2SB,1781778150057,629,2026-06-18T10:22:30.057Z
1SB,1781778150123,947,2026-06-18T10:22:30.123Z
2BB,1781778151991,609,2026-06-18T10:22:31.991Z
1BB,1781778152039,0,2026-06-18T10:22:32.039Z
1SB,1781778152116,962,2026-06-18T10:22:32.116Z
2SB,1781778152154,636,2026-06-18T10:22:32.154Z
2BB,1781778154006,600,2026-06-18T10:22:34.006Z
1BB,1781778154134,0,2026-06-18T10:22:34.134Z
2SB,1781778154245,605,2026-06-18T10:22:34.245Z
1SB,1781778154295,941,2026-06-18T10:22:34.295Z
1SB,1781778156182,939,2026-06-18T10:22:36.182Z
2BB,1781778156212,587,2026-06-18T10:22:36.212Z
2SB,1781778156237,606,2026-06-18T10:22:36.237Z
1BB,1781778156241,0,2026-06-18T10:22:36.241Z
2BB,1781778158119,605,2026-06-18T10:22:38.119Z
1BB,1781778158135,0,2026-06-18T10:22:38.135Z
2SB,1781778158230,595,2026-06-18T10:22:38.230Z
1SB,1781778158278,929,2026-06-18T10:22:38.278Z
1BB,1781778159945,0,2026-06-18T10:22:39.945Z
2BB,1781778160041,587,2026-06-18T10:22:40.041Z
1SB,1781778160073,932,2026-06-18T10:22:40.073Z
2SB,1781778160130,586,2026-06-18T10:22:40.130Z
2SB,1781778162116,585,2026-06-18T10:22:42.116Z
1BB,1781778162132,0,2026-06-18T10:22:42.132Z
2BB,1781778162150,580,2026-06-18T10:22:42.150Z
1SB,1781778162164,938,2026-06-18T10:22:42.164Z
1BB,1781778164038,0,2026-06-18T10:22:44.038Z
2BB,1781778164054,576,2026-06-18T10:22:44.054Z
1SB,1781778164165,933,2026-06-18T10:22:44.165Z
2SB,1781778164196,565,2026-06-18T10:22:44.196Z
2SB,1781778166200,574,2026-06-18T10:22:46.200Z
1BB,1781778166237,0,2026-06-18T10:22:46.237Z
1SB,1781778166237,936,2026-06-18T10:22:46.237Z
2BB,1781778166265,554,2026-06-18T10:22:46.265Z
2BB,1781778168174,550,2026-06-18T10:22:48.174Z
2SB,1781778168284,575,2026-06-18T10:22:48.284Z
1SB,1781778168332,913,2026-06-18T10:22:48.332Z
1BB,1781778168427,-1,2026-06-18T10:22:48.427Z
2BB,1781778169998,529,2026-06-18T10:22:49.998Z
1BB,1781778170046,0,2026-06-18T10:22:50.046Z
1SB,1781778170126,912,2026-06-18T10:22:50.126Z
2SB,1781778170190,579,2026-06-18T10:22:50.190Z
1BB,1781778172143,0,2026-06-18T10:22:52.143Z
2SB,1781778172186,557,2026-06-18T10:22:52.186Z
2BB,1781778172197,529,2026-06-18T10:22:52.197Z
1SB,1781778172224,876,2026-06-18T10:22:52.224Z
2BB,1781778174107,522,2026-06-18T10:22:54.107Z
1SB,1781778174202,930,2026-06-18T10:22:54.202Z
1BB,1781778174235,0,2026-06-18T10:22:54.235Z
2SB,1781778174266,536,2026-06-18T10:22:54.266Z
2BB,1781778176120,521,2026-06-18T10:22:56.120Z
1BB,1781778176136,0,2026-06-18T10:22:56.136Z
2SB,1781778176263,574,2026-06-18T10:22:56.263Z
1SB,1781778176295,849,2026-06-18T10:22:56.295Z
1SB,1781778178287,875,2026-06-18T10:22:58.287Z
2BB,1781778178325,486,2026-06-18T10:22:58.325Z
1BB,1781778178325,0,2026-06-18T10:22:58.325Z
2SB,1781778178361,551,2026-06-18T10:22:58.361Z
1BB,1781778180233,0,2026-06-18T10:23:00.233Z
2BB,1781778180247,521,2026-06-18T10:23:00.247Z
2SB,1781778180342,605,2026-06-18T10:23:00.342Z
1SB,1781778180374,888,2026-06-18T10:23:00.374Z
1BB,1781778182143,0,2026-06-18T10:23:02.143Z
2BB,1781778182154,506,2026-06-18T10:23:02.154Z
2BB,1781778184173,483,2026-06-18T10:23:04.173Z
1BB,1781778184236,0,2026-06-18T10:23:04.236Z
2SB,1781778184236,558,2026-06-18T10:23:04.236Z
1SB,1781778184252,832,2026-06-18T10:23:04.252Z
2BB,1781778186173,565,2026-06-18T10:23:06.173Z
1BB,1781778186315,0,2026-06-18T10:23:06.315Z
2SB,1781778186332,649,2026-06-18T10:23:06.332Z
1SB,1781778186347,824,2026-06-18T10:23:06.347Z
2SB,1781778188331,577,2026-06-18T10:23:08.331Z
1SB,1781778188331,824,2026-06-18T10:23:08.331Z
2BB,1781778188387,524,2026-06-18T10:23:08.387Z
1BB,1781778188506,-1,2026-06-18T10:23:08.506Z
2BB,1781778190286,551,2026-06-18T10:23:10.286Z
1BB,1781778190333,2793,2026-06-18T10:23:10.333Z
2SB,1781778190413,599,2026-06-18T10:23:10.413Z
1SB,1781778190413,824,2026-06-18T10:23:10.413Z
2BB,1781778192118,525,2026-06-18T10:23:12.118Z
1SB,1781778192214,828,2026-06-18T10:23:12.214Z
2SB,1781778192309,621,2026-06-18T10:23:12.309Z
2BB,1781778194322,529,2026-06-18T10:23:14.322Z
2SB,1781778194389,632,2026-06-18T10:23:14.389Z
1SB,1781778194389,823,2026-06-18T10:23:14.389Z
1BB,1781778194515,-1,2026-06-18T10:23:14.515Z
1BB,1781778196228,0,2026-06-18T10:23:16.228Z
2BB,1781778196228,508,2026-06-18T10:23:16.228Z
1SB,1781778196484,924,2026-06-18T10:23:16.484Z
2SB,1781778196484,604,2026-06-18T10:23:16.484Z
2BB,1781778198238,446,2026-06-18T10:23:18.238Z
1SB,1781778198381,889,2026-06-18T10:23:18.381Z
2SB,1781778198381,599,2026-06-18T10:23:18.381Z
1BB,1781778198413,0,2026-06-18T10:23:18.413Z
2BB,1781778200449,503,2026-06-18T10:23:20.449Z
2SB,1781778200478,570,2026-06-18T10:23:20.478Z
1SB,1781778200482,914,2026-06-18T10:23:20.482Z
1BB,1781778200607,-1,2026-06-18T10:23:20.607Z
2BB,1781778202162,522,2026-06-18T10:23:22.162Z
1BB,1781778202226,0,2026-06-18T10:23:22.226Z
2SB,1781778202369,587,2026-06-18T10:23:22.369Z
1SB,1781778202369,917,2026-06-18T10:23:22.369Z
1BB,1781778204311,0,2026-06-18T10:23:24.311Z
1SB,1781778204356,916,2026-06-18T10:23:24.356Z
2SB,1781778204368,571,2026-06-18T10:23:24.368Z
2BB,1781778204376,536,2026-06-18T10:23:24.376Z
2BB,1781778206289,466,2026-06-18T10:23:26.289Z
1SB,1781778206336,828,2026-06-18T10:23:26.336Z
2SB,1781778206352,624,2026-06-18T10:23:26.352Z
1BB,1781778206415,0,2026-06-18T10:23:26.415Z
2BB,1781778208301,427,2026-06-18T10:23:28.301Z
1BB,1781778208317,0,2026-06-18T10:23:28.317Z
1SB,1781778208428,850,2026-06-18T10:23:28.428Z
2SB,1781778208444,639,2026-06-18T10:23:28.444Z
2SB,1781778210457,617,2026-06-18T10:23:30.457Z
2BB,1781778210504,387,2026-06-18T10:23:30.504Z
1BB,1781778210504,0,2026-06-18T10:23:30.504Z
1SB,1781778210520,897,2026-06-18T10:23:30.520Z
1BB,1781778212220,0,2026-06-18T10:23:32.220Z
1SB,1781778212228,820,2026-06-18T10:23:32.228Z
2BB,1781778212228,396,2026-06-18T10:23:32.228Z
2SB,1781778212343,604,2026-06-18T10:23:32.343Z
2BB,1781778214236,390,2026-06-18T10:23:34.236Z
1BB,1781778214315,0,2026-06-18T10:23:34.315Z
2SB,1781778214437,668,2026-06-18T10:23:34.437Z
1SB,1781778214503,927,2026-06-18T10:23:34.503Z
1BB,1781778216405,0,2026-06-18T10:23:36.405Z
1SB,1781778216405,868,2026-06-18T10:23:36.405Z
2SB,1781778216423,665,2026-06-18T10:23:36.423Z
2BB,1781778218354,360,2026-06-18T10:23:38.354Z
1BB,1781778218497,0,2026-06-18T10:23:38.497Z
2SB,1781778218567,622,2026-06-18T10:23:38.567Z
2BB,1781778220367,360,2026-06-18T10:23:40.367Z
1SB,1781778220498,899,2026-06-18T10:23:40.498Z
2SB,1781778220520,615,2026-06-18T10:23:40.520Z
1BB,1781778220685,-1,2026-06-18T10:23:40.685Z
2BB,1781778222283,397,2026-06-18T10:23:42.283Z
1BB,1781778222304,0,2026-06-18T10:23:42.304Z
1SB,1781778222464,905,2026-06-18T10:23:42.464Z
2SB,1781778222505,584,2026-06-18T10:23:42.505Z
2BB,1781778224290,393,2026-06-18T10:23:44.290Z
1BB,1781778224407,0,2026-06-18T10:23:44.407Z
2SB,1781778224496,606,2026-06-18T10:23:44.496Z
1SB,1781778224543,871,2026-06-18T10:23:44.543Z
1BB,1781778226312,0,2026-06-18T10:23:46.312Z
2BB,1781778226483,422,2026-06-18T10:23:46.483Z
2BB,1781778228412,377,2026-06-18T10:23:48.412Z
2SB,1781778228492,630,2026-06-18T10:23:48.492Z
1BB,1781778228492,0,2026-06-18T10:23:48.492Z
1SB,1781778228539,900,2026-06-18T10:23:48.539Z
1BB,1781778230397,0,2026-06-18T10:23:50.397Z
2BB,1781778230423,354,2026-06-18T10:23:50.423Z
1SB,1781778230528,912,2026-06-18T10:23:50.528Z
2SB,1781778230570,621,2026-06-18T10:23:50.570Z
2SB,1781778232582,594,2026-06-18T10:23:52.582Z
1BB,1781778232584,0,2026-06-18T10:23:52.584Z
1SB,1781778232599,897,2026-06-18T10:23:52.599Z
2BB,1781778232630,356,2026-06-18T10:23:52.630Z
1BB,1781778234297,819,2026-06-18T10:23:54.297Z
2BB,1781778234347,360,2026-06-18T10:23:54.347Z
1SB,1781778234411,922,2026-06-18T10:23:54.411Z
2SB,1781778234471,587,2026-06-18T10:23:54.471Z
2BB,1781778236359,359,2026-06-18T10:23:56.359Z
2SB,1781778236461,568,2026-06-18T10:23:56.461Z
1SB,1781778236495,928,2026-06-18T10:23:56.495Z
1BB,1781778236501,0,2026-06-18T10:23:56.501Z
1BB,1781778238406,0,2026-06-18T10:23:58.406Z
2SB,1781778238549,595,2026-06-18T10:23:58.549Z
2BB,1781778238571,389,2026-06-18T10:23:58.571Z
1SB,1781778238580,859,2026-06-18T10:23:58.580Z
2SB,1781778240549,578,2026-06-18T10:24:00.549Z
1SB,1781778240565,905,2026-06-18T10:24:00.565Z
1BB,1781778240599,0,2026-06-18T10:24:00.599Z
2BB,1781778242579,436,2026-06-18T10:24:02.579Z
2SB,1781778242627,613,2026-06-18T10:24:02.627Z
1SB,1781778242651,943,2026-06-18T10:24:02.651Z
1BB,1781778242690,0,2026-06-18T10:24:02.690Z
2BB,1781778244405,458,2026-06-18T10:24:04.405Z
1BB,1781778244405,0,2026-06-18T10:24:04.405Z
1SB,1781778244452,970,2026-06-18T10:24:04.452Z
2SB,1781778244550,601,2026-06-18T10:24:04.550Z
2BB,1781778246403,452,2026-06-18T10:24:06.403Z
1BB,1781778246498,0,2026-06-18T10:24:06.498Z
2SB,1781778246530,559,2026-06-18T10:24:06.530Z
1SB,1781778246546,961,2026-06-18T10:24:06.546Z
1SB,1781778248525,927,2026-06-18T10:24:08.525Z
1BB,1781778248588,0,2026-06-18T10:24:08.588Z
2SB,1781778248604,555,2026-06-18T10:24:08.604Z
2BB,1781778248604,470,2026-06-18T10:24:08.604Z
1BB,1781778250491,0,2026-06-18T10:24:10.491Z
2BB,1781778250533,448,2026-06-18T10:24:10.533Z
2SB,1781778250603,527,2026-06-18T10:24:10.603Z
1SB,1781778250603,975,2026-06-18T10:24:10.603Z
2BB,1781778252543,484,2026-06-18T10:24:12.543Z
1BB,1781778252686,0,2026-06-18T10:24:12.686Z
2SB,1781778252686,542,2026-06-18T10:24:12.686Z
1SB,1781778252702,955,2026-06-18T10:24:12.702Z
2BB,1781778256467,514,2026-06-18T10:24:16.467Z
1BB,1781778256483,826,2026-06-18T10:24:16.483Z
2SB,1781778256584,579,2026-06-18T10:24:16.584Z
1SB,1781778256632,914,2026-06-18T10:24:16.632Z
2BB,1781778258475,516,2026-06-18T10:24:18.475Z
2SB,1781778258585,457,2026-06-18T10:24:18.585Z
1BB,1781778258585,0,2026-06-18T10:24:18.585Z
1SB,1781778258601,952,2026-06-18T10:24:18.601Z
1SB,1781778260662,953,2026-06-18T10:24:20.662Z
2SB,1781778260678,531,2026-06-18T10:24:20.678Z
2BB,1781778260683,518,2026-06-18T10:24:20.683Z
1BB,1781778260687,808,2026-06-18T10:24:20.687Z
1BB,1781778262586,822,2026-06-18T10:24:22.586Z
2BB,1781778262586,555,2026-06-18T10:24:22.586Z
2SB,1781778262666,546,2026-06-18T10:24:22.666Z
1SB,1781778262745,829,2026-06-18T10:24:22.745Z
2BB,1781778264603,590,2026-06-18T10:24:24.603Z
2SB,1781778264745,563,2026-06-18T10:24:24.745Z
1SB,1781778264745,955,2026-06-18T10:24:24.745Z
2SB,1781778266552,502,2026-06-18T10:24:26.552Z
1BB,1781778266584,0,2026-06-18T10:24:26.584Z
1SB,1781778266647,905,2026-06-18T10:24:26.647Z
2BB,1781778268535,515,2026-06-18T10:24:28.535Z
1SB,1781778268630,829,2026-06-18T10:24:28.630Z
2SB,1781778268646,544,2026-06-18T10:24:28.646Z
1BB,1781778268773,-1,2026-06-18T10:24:28.773Z
2BB,1781778270548,513,2026-06-18T10:24:30.548Z
1BB,1781778270587,0,2026-06-18T10:24:30.587Z
1SB,1781778270814,910,2026-06-18T10:24:30.814Z
2SB,1781778270834,528,2026-06-18T10:24:30.834Z
1BB,1781778272692,834,2026-06-18T10:24:32.692Z
1SB,1781778272708,910,2026-06-18T10:24:32.708Z
2SB,1781778272740,550,2026-06-18T10:24:32.740Z
2BB,1781778272740,487,2026-06-18T10:24:32.740Z
2BB,1781778274669,519,2026-06-18T10:24:34.669Z
1BB,1781778274789,0,2026-06-18T10:24:34.789Z
1SB,1781778274797,937,2026-06-18T10:24:34.797Z
2SB,1781778274824,596,2026-06-18T10:24:34.824Z
2BB,1781778276863,534,2026-06-18T10:24:36.863Z
1BB,1781778276863,0,2026-06-18T10:24:36.863Z
2SB,1781778276911,610,2026-06-18T10:24:36.911Z
1SB,1781778276974,940,2026-06-18T10:24:36.974Z
1BB,1781778278574,0,2026-06-18T10:24:38.574Z
1SB,1781778278574,948,2026-06-18T10:24:38.574Z
2BB,1781778278592,546,2026-06-18T10:24:38.592Z
2SB,1781778278715,604,2026-06-18T10:24:38.715Z
2BB,1781778280605,547,2026-06-18T10:24:40.605Z
1SB,1781778280679,940,2026-06-18T10:24:40.679Z
1BB,1781778280681,0,2026-06-18T10:24:40.681Z
2SB,1781778280700,623,2026-06-18T10:24:40.700Z
1BB,1781778282764,0,2026-06-18T10:24:42.764Z
2BB,1781778282802,583,2026-06-18T10:24:42.802Z
2BB,1781778284714,576,2026-06-18T10:24:44.714Z
2SB,1781778284793,650,2026-06-18T10:24:44.793Z
1SB,1781778284840,972,2026-06-18T10:24:44.840Z
1BB,1781778284966,0,2026-06-18T10:24:44.966Z
2BB,1781778286731,593,2026-06-18T10:24:46.731Z
1BB,1781778286767,0,2026-06-18T10:24:46.767Z
1SB,1781778286910,960,2026-06-18T10:24:46.910Z
2SB,1781778286977,634,2026-06-18T10:24:46.977Z
1BB,1781778288595,0,2026-06-18T10:24:48.595Z
2BB,1781778290649,578,2026-06-18T10:24:50.649Z
1SB,1781778290693,975,2026-06-18T10:24:50.693Z
1BB,1781778290772,857,2026-06-18T10:24:50.772Z
2SB,1781778290772,645,2026-06-18T10:24:50.772Z
2BB,1781778292663,577,2026-06-18T10:24:52.663Z
1BB,1781778292663,0,2026-06-18T10:24:52.663Z
2SB,1781778292759,635,2026-06-18T10:24:52.759Z
1SB,1781778292775,981,2026-06-18T10:24:52.775Z
1BB,1781778294854,0,2026-06-18T10:24:54.854Z
2BB,1781778294872,592,2026-06-18T10:24:54.872Z
2SB,1781778294949,651,2026-06-18T10:24:54.949Z
1SB,1781778294949,956,2026-06-18T10:24:54.949Z
1BB,1781778296773,0,2026-06-18T10:24:56.773Z
2BB,1781778296789,596,2026-06-18T10:24:56.789Z
2SB,1781778297060,677,2026-06-18T10:24:57.060Z
2SB,1781778298650,662,2026-06-18T10:24:58.650Z
1SB,1781778298736,972,2026-06-18T10:24:58.736Z
2BB,1781778300714,599,2026-06-18T10:25:00.714Z
1SB,1781778300809,954,2026-06-18T10:25:00.809Z
2SB,1781778300841,670,2026-06-18T10:25:00.841Z
1BB,1781778300873,0,2026-06-18T10:25:00.873Z
2BB,1781778302714,614,2026-06-18T10:25:02.714Z
1BB,1781778302762,870,2026-06-18T10:25:02.762Z
1SB,1781778302793,922,2026-06-18T10:25:02.793Z
2SB,1781778302833,660,2026-06-18T10:25:02.833Z
1BB,1781778304865,0,2026-06-18T10:25:04.865Z
2BB,1781778304922,606,2026-06-18T10:25:04.922Z
1SB,1781778304969,827,2026-06-18T10:25:04.969Z
2SB,1781778305017,658,2026-06-18T10:25:05.017Z
2BB,1781778306839,585,2026-06-18T10:25:06.839Z
1BB,1781778306951,0,2026-06-18T10:25:06.951Z
2SB,1781778307015,662,2026-06-18T10:25:07.015Z
1SB,1781778307062,827,2026-06-18T10:25:07.062Z
2BB,1781778308649,611,2026-06-18T10:25:08.649Z
1BB,1781778308673,857,2026-06-18T10:25:08.673Z
2SB,1781778308712,663,2026-06-18T10:25:08.712Z
1SB,1781778308760,822,2026-06-18T10:25:08.760Z
2SB,1781778310808,672,2026-06-18T10:25:10.808Z
1SB,1781778310840,831,2026-06-18T10:25:10.840Z
1BB,1781778310856,0,2026-06-18T10:25:10.856Z
2BB,1781778310856,587,2026-06-18T10:25:10.856Z
1BB,1781778312767,856,2026-06-18T10:25:12.767Z
2BB,1781778312783,590,2026-06-18T10:25:12.783Z
2SB,1781778312989,675,2026-06-18T10:25:12.989Z
1SB,1781778313017,954,2026-06-18T10:25:13.017Z
2BB,1781778314782,587,2026-06-18T10:25:14.782Z
1BB,1781778314958,0,2026-06-18T10:25:14.958Z
2SB,1781778314990,687,2026-06-18T10:25:14.990Z
1SB,1781778315179,829,2026-06-18T10:25:15.179Z
2SB,1781778316971,678,2026-06-18T10:25:16.971Z
2BB,1781778316987,580,2026-06-18T10:25:16.987Z
1BB,1781778317145,-1,2026-06-18T10:25:17.145Z
2BB,1781778318719,578,2026-06-18T10:25:18.719Z
1BB,1781778318766,862,2026-06-18T10:25:18.766Z
1SB,1781778318790,955,2026-06-18T10:25:18.790Z
2SB,1781778318876,667,2026-06-18T10:25:18.876Z
2BB,1781778320729,588,2026-06-18T10:25:20.729Z
1BB,1781778320857,0,2026-06-18T10:25:20.857Z
1SB,1781778320857,949,2026-06-18T10:25:20.857Z
2SB,1781778320875,677,2026-06-18T10:25:20.875Z
2BB,1781778322934,616,2026-06-18T10:25:22.934Z
1BB,1781778322950,848,2026-06-18T10:25:22.950Z
1SB,1781778323028,939,2026-06-18T10:25:23.028Z
2SB,1781778323052,675,2026-06-18T10:25:23.052Z
2BB,1781778324836,602,2026-06-18T10:25:24.836Z
1BB,1781778324955,851,2026-06-18T10:25:24.955Z
1SB,1781778325027,955,2026-06-18T10:25:25.027Z
2SB,1781778325043,676,2026-06-18T10:25:25.043Z
1BB,1781778327040,863,2026-06-18T10:25:27.040Z
2BB,1781778327056,619,2026-06-18T10:25:27.056Z
1SB,1781778327103,933,2026-06-18T10:25:27.103Z
2SB,1781778327142,694,2026-06-18T10:25:27.142Z
1BB,1781778328749,841,2026-06-18T10:25:28.749Z
2BB,1781778328796,609,2026-06-18T10:25:28.796Z
2SB,1781778328955,680,2026-06-18T10:25:28.955Z
1SB,1781778328987,943,2026-06-18T10:25:28.987Z
2BB,1781778330782,604,2026-06-18T10:25:30.782Z
1BB,1781778330853,850,2026-06-18T10:25:30.853Z
1SB,1781778330980,941,2026-06-18T10:25:30.980Z
2SB,1781778331035,699,2026-06-18T10:25:31.035Z
1BB,1781778332948,0,2026-06-18T10:25:32.948Z
2BB,1781778332980,681,2026-06-18T10:25:32.980Z
2SB,1781778333029,714,2026-06-18T10:25:33.029Z
1SB,1781778333064,879,2026-06-18T10:25:33.064Z
2BB,1781778334893,682,2026-06-18T10:25:34.893Z
1BB,1781778334941,790,2026-06-18T10:25:34.941Z
1SB,1781778334957,833,2026-06-18T10:25:34.957Z
2SB,1781778335021,883,2026-06-18T10:25:35.021Z
2BB,1781778336907,682,2026-06-18T10:25:36.907Z
1BB,1781778337044,790,2026-06-18T10:25:37.044Z
2SB,1781778337111,828,2026-06-18T10:25:37.111Z
1SB,1781778337127,829,2026-06-18T10:25:37.127Z
1BB,1781778338745,0,2026-06-18T10:25:38.745Z
2BB,1781778338872,678,2026-06-18T10:25:38.872Z
2SB,1781778338999,756,2026-06-18T10:25:38.999Z
1SB,1781778339015,829,2026-06-18T10:25:39.015Z
2BB,1781778340837,677,2026-06-18T10:25:40.837Z
1BB,1781778340948,790,2026-06-18T10:25:40.948Z
1SB,1781778341011,829,2026-06-18T10:25:41.011Z
2SB,1781778341011,782,2026-06-18T10:25:41.011Z
2BB,1781778342837,678,2026-06-18T10:25:42.837Z
1SB,1781778342979,868,2026-06-18T10:25:42.979Z
2SB,1781778342995,847,2026-06-18T10:25:42.995Z
1BB,1781778343136,-1,2026-06-18T10:25:43.136Z
1BB,1781778344947,0,2026-06-18T10:25:44.947Z
2BB,1781778345043,673,2026-06-18T10:25:45.043Z
2SB,1781778345091,846,2026-06-18T10:25:45.091Z
1SB,1781778345154,864,2026-06-18T10:25:45.154Z
