Sensorname,timestamp,distanceToWaterInMM,timestampInUTC
2SB,1781772061175,754,2026-06-18T08:41:01.175Z
1BB,1781772063167,775,2026-06-18T08:41:03.167Z
2SB,1781772063183,1138,2026-06-18T08:41:03.183Z
2BB,1781772063198,682,2026-06-18T08:41:03.198Z
2BB,1781772065026,677,2026-06-18T08:41:05.026Z
1BB,1781772065077,773,2026-06-18T08:41:05.077Z
1SB,1781772065089,820,2026-06-18T08:41:05.089Z
2SB,1781772065169,1150,2026-06-18T08:41:05.169Z
1SB,1781772067162,815,2026-06-18T08:41:07.162Z
1BB,1781772067178,771,2026-06-18T08:41:07.178Z
2SB,1781772067178,745,2026-06-18T08:41:07.178Z
2BB,1781772067226,677,2026-06-18T08:41:07.226Z
2BB,1781772069052,678,2026-06-18T08:41:09.052Z
1SB,1781772069147,820,2026-06-18T08:41:09.147Z
2SB,1781772069163,1127,2026-06-18T08:41:09.163Z
1BB,1781772069179,761,2026-06-18T08:41:09.179Z
1SB,1781772071142,816,2026-06-18T08:41:11.142Z
2SB,1781772071158,759,2026-06-18T08:41:11.158Z
1BB,1781772071174,767,2026-06-18T08:41:11.174Z
2BB,1781772071238,677,2026-06-18T08:41:11.238Z
2BB,1781772075062,673,2026-06-18T08:41:15.062Z
1SB,1781772075126,815,2026-06-18T08:41:15.126Z
2SB,1781772075157,806,2026-06-18T08:41:15.157Z
1BB,1781772075173,908,2026-06-18T08:41:15.173Z
1SB,1781772077217,820,2026-06-18T08:41:17.217Z
1BB,1781772077269,919,2026-06-18T08:41:17.269Z
2BB,1781772077269,677,2026-06-18T08:41:17.269Z
1BB,1781772079078,913,2026-06-18T08:41:19.078Z
2BB,1781772079078,677,2026-06-18T08:41:19.078Z
2SB,1781772079157,930,2026-06-18T08:41:19.157Z
1SB,1781772079204,820,2026-06-18T08:41:19.204Z
1SB,1781772081189,820,2026-06-18T08:41:21.189Z
2BB,1781772081189,677,2026-06-18T08:41:21.189Z
2SB,1781772081236,750,2026-06-18T08:41:21.236Z
1BB,1781772081268,891,2026-06-18T08:41:21.268Z
1BB,1781772083069,859,2026-06-18T08:41:23.069Z
2BB,1781772083109,677,2026-06-18T08:41:23.109Z
2SB,1781772083149,864,2026-06-18T08:41:23.149Z
1SB,1781772083181,819,2026-06-18T08:41:23.181Z
1SB,1781772085166,835,2026-06-18T08:41:25.166Z
2BB,1781772085213,681,2026-06-18T08:41:25.213Z
2SB,1781772085241,745,2026-06-18T08:41:25.241Z
1BB,1781772085261,783,2026-06-18T08:41:25.261Z
1BB,1781772087163,725,2026-06-18T08:41:27.163Z
2SB,1781772087239,766,2026-06-18T08:41:27.239Z
1SB,1781772087258,771,2026-06-18T08:41:27.258Z
2BB,1781772087306,677,2026-06-18T08:41:27.306Z
2BB,1781772089227,677,2026-06-18T08:41:29.227Z
2SB,1781772089322,1077,2026-06-18T08:41:29.322Z
1SB,1781772089337,736,2026-06-18T08:41:29.337Z
1BB,1781772089353,671,2026-06-18T08:41:29.353Z
2BB,1781772091343,677,2026-06-18T08:41:31.343Z
1SB,1781772091343,696,2026-06-18T08:41:31.343Z
1BB,1781772091353,650,2026-06-18T08:41:31.353Z
2SB,1781772091416,1080,2026-06-18T08:41:31.416Z
2BB,1781772093251,677,2026-06-18T08:41:33.251Z
2SB,1781772093314,1082,2026-06-18T08:41:33.314Z
1SB,1781772093314,673,2026-06-18T08:41:33.314Z
1BB,1781772093360,621,2026-06-18T08:41:33.360Z
1BB,1781772095267,616,2026-06-18T08:41:35.267Z
1SB,1781772095299,655,2026-06-18T08:41:35.299Z
2SB,1781772095315,1117,2026-06-18T08:41:35.315Z
2BB,1781772095347,678,2026-06-18T08:41:35.347Z
2BB,1781772099270,677,2026-06-18T08:41:39.270Z
1SB,1781772099286,644,2026-06-18T08:41:39.286Z
2SB,1781772099302,754,2026-06-18T08:41:39.302Z
1BB,1781772099350,589,2026-06-18T08:41:39.350Z
2BB,1781772103282,677,2026-06-18T08:41:43.282Z
2SB,1781772103297,1149,2026-06-18T08:41:43.297Z
1BB,1781772103361,569,2026-06-18T08:41:43.361Z
1SB,1781772103361,627,2026-06-18T08:41:43.361Z
2BB,1781772105194,677,2026-06-18T08:41:45.194Z
1SB,1781772105257,624,2026-06-18T08:41:45.257Z
1BB,1781772105262,567,2026-06-18T08:41:45.262Z
2SB,1781772105293,755,2026-06-18T08:41:45.293Z
2BB,1781772107313,677,2026-06-18T08:41:47.313Z
1SB,1781772107341,629,2026-06-18T08:41:47.341Z
1BB,1781772107357,566,2026-06-18T08:41:47.357Z
2SB,1781772107389,750,2026-06-18T08:41:47.389Z
1BB,1781772109167,570,2026-06-18T08:41:49.167Z
2SB,1781772109199,741,2026-06-18T08:41:49.199Z
2BB,1781772109215,679,2026-06-18T08:41:49.215Z
1SB,1781772109326,635,2026-06-18T08:41:49.326Z
2BB,1781772111242,678,2026-06-18T08:41:51.242Z
2SB,1781772111290,745,2026-06-18T08:41:51.290Z
1SB,1781772111306,628,2026-06-18T08:41:51.306Z
1BB,1781772111353,563,2026-06-18T08:41:51.353Z
1BB,1781772113349,565,2026-06-18T08:41:53.349Z
2SB,1781772113387,754,2026-06-18T08:41:53.387Z
1SB,1781772113403,614,2026-06-18T08:41:53.403Z
2BB,1781772113444,673,2026-06-18T08:41:53.444Z
2BB,1781772117252,677,2026-06-18T08:41:57.252Z
1BB,1781772117347,556,2026-06-18T08:41:57.347Z
2SB,1781772117378,1116,2026-06-18T08:41:57.378Z
1SB,1781772117378,613,2026-06-18T08:41:57.378Z
1SB,1781772119276,605,2026-06-18T08:41:59.276Z
1BB,1781772119347,550,2026-06-18T08:41:59.347Z
2BB,1781772119367,682,2026-06-18T08:41:59.367Z
2SB,1781772119375,1114,2026-06-18T08:41:59.375Z
1SB,1781772123258,595,2026-06-18T08:42:03.258Z
2SB,1781772123274,754,2026-06-18T08:42:03.274Z
2BB,1781772123288,678,2026-06-18T08:42:03.288Z
1SB,1781772125336,590,2026-06-18T08:42:05.336Z
1BB,1781772125351,569,2026-06-18T08:42:05.351Z
2SB,1781772125351,1150,2026-06-18T08:42:05.351Z
2BB,1781772127310,677,2026-06-18T08:42:07.310Z
1SB,1781772127415,599,2026-06-18T08:42:07.415Z
1BB,1781772127447,571,2026-06-18T08:42:07.447Z
2SB,1781772127447,758,2026-06-18T08:42:07.447Z
1SB,1781772129319,591,2026-06-18T08:42:09.319Z
2SB,1781772129351,758,2026-06-18T08:42:09.351Z
2BB,1781772129403,678,2026-06-18T08:42:09.403Z
2BB,1781772131321,677,2026-06-18T08:42:11.321Z
1SB,1781772131415,578,2026-06-18T08:42:11.415Z
1BB,1781772131446,570,2026-06-18T08:42:11.446Z
2SB,1781772131446,1125,2026-06-18T08:42:11.446Z
2BB,1781772133243,678,2026-06-18T08:42:13.243Z
1BB,1781772133258,568,2026-06-18T08:42:13.258Z
2SB,1781772133355,763,2026-06-18T08:42:13.355Z
1SB,1781772133385,577,2026-06-18T08:42:13.385Z
1SB,1781772135385,574,2026-06-18T08:42:15.385Z
2BB,1781772135433,678,2026-06-18T08:42:15.433Z
1BB,1781772135433,575,2026-06-18T08:42:15.433Z
2SB,1781772135433,750,2026-06-18T08:42:15.433Z
2SB,1781772139334,763,2026-06-18T08:42:19.334Z
2BB,1781772139350,678,2026-06-18T08:42:19.350Z
1SB,1781772139350,570,2026-06-18T08:42:19.350Z
2BB,1781772141366,678,2026-06-18T08:42:21.366Z
2SB,1781772141429,1096,2026-06-18T08:42:21.429Z
1SB,1781772141445,577,2026-06-18T08:42:21.445Z
1BB,1781772141524,575,2026-06-18T08:42:21.524Z
1BB,1781772143349,583,2026-06-18T08:42:23.349Z
2SB,1781772143429,1091,2026-06-18T08:42:23.429Z
2BB,1781772145386,677,2026-06-18T08:42:25.386Z
1SB,1781772147410,567,2026-06-18T08:42:27.410Z
2SB,1781772147419,754,2026-06-18T08:42:27.419Z
1BB,1781772147450,573,2026-06-18T08:42:27.450Z
2BB,1781772147482,677,2026-06-18T08:42:27.482Z
2BB,1781772151403,676,2026-06-18T08:42:31.403Z
1BB,1781772151435,573,2026-06-18T08:42:31.435Z
1SB,1781772151482,563,2026-06-18T08:42:31.482Z
2SB,1781772151515,750,2026-06-18T08:42:31.515Z
2BB,1781772153319,677,2026-06-18T08:42:33.319Z
1SB,1781772153383,569,2026-06-18T08:42:33.383Z
2SB,1781772153415,1071,2026-06-18T08:42:33.415Z
1BB,1781772153431,577,2026-06-18T08:42:33.431Z
1BB,1781772155431,571,2026-06-18T08:42:35.431Z
1SB,1781772155485,557,2026-06-18T08:42:35.485Z
2SB,1781772155495,749,2026-06-18T08:42:35.495Z
2BB,1781772155526,677,2026-06-18T08:42:35.526Z
2BB,1781772157434,677,2026-06-18T08:42:37.434Z
2SB,1781772157497,767,2026-06-18T08:42:37.497Z
1SB,1781772157560,558,2026-06-18T08:42:37.560Z
1SB,1781772159436,571,2026-06-18T08:42:39.436Z
2SB,1781772159500,763,2026-06-18T08:42:39.500Z
2BB,1781772161454,677,2026-06-18T08:42:41.454Z
2SB,1781772161494,762,2026-06-18T08:42:41.494Z
1SB,1781772161518,567,2026-06-18T08:42:41.518Z
1BB,1781772161518,572,2026-06-18T08:42:41.518Z
1BB,1781772163333,583,2026-06-18T08:42:43.333Z
2BB,1781772163365,677,2026-06-18T08:42:43.365Z
1SB,1781772163428,566,2026-06-18T08:42:43.428Z
2SB,1781772163492,758,2026-06-18T08:42:43.492Z
2BB,1781772165375,677,2026-06-18T08:42:45.375Z
2SB,1781772165487,1094,2026-06-18T08:42:45.487Z
1SB,1781772165503,562,2026-06-18T08:42:45.503Z
1BB,1781772167531,570,2026-06-18T08:42:47.531Z
2BB,1781772167579,677,2026-06-18T08:42:47.579Z
2SB,1781772167579,1094,2026-06-18T08:42:47.579Z
1SB,1781772167596,562,2026-06-18T08:42:47.596Z
2BB,1781772169387,677,2026-06-18T08:42:49.387Z
1BB,1781772169436,584,2026-06-18T08:42:49.436Z
1SB,1781772169493,570,2026-06-18T08:42:49.493Z
2SB,1781772169498,1076,2026-06-18T08:42:49.498Z
1SB,1781772171573,564,2026-06-18T08:42:51.573Z
2SB,1781772171573,1084,2026-06-18T08:42:51.573Z
2BB,1781772171588,676,2026-06-18T08:42:51.588Z
2BB,1781772173507,676,2026-06-18T08:42:53.507Z
1SB,1781772173562,576,2026-06-18T08:42:53.562Z
2SB,1781772173571,1091,2026-06-18T08:42:53.571Z
2BB,1781772175409,672,2026-06-18T08:42:55.409Z
1SB,1781772175552,569,2026-06-18T08:42:55.552Z
1BB,1781772175568,576,2026-06-18T08:42:55.568Z
2SB,1781772175570,1079,2026-06-18T08:42:55.570Z
1SB,1781772177535,570,2026-06-18T08:42:57.535Z
2SB,1781772177567,1071,2026-06-18T08:42:57.567Z
2BB,1781772177615,676,2026-06-18T08:42:57.615Z
2BB,1781772179535,676,2026-06-18T08:42:59.535Z
1SB,1781772179614,563,2026-06-18T08:42:59.614Z
1BB,1781772179630,571,2026-06-18T08:42:59.630Z
2SB,1781772179646,754,2026-06-18T08:42:59.646Z
2SB,1781772181547,766,2026-06-18T08:43:01.547Z
1SB,1781772181611,570,2026-06-18T08:43:01.611Z
1BB,1781772181627,588,2026-06-18T08:43:01.627Z
2BB,1781772181643,675,2026-06-18T08:43:01.643Z
2BB,1781772185556,676,2026-06-18T08:43:05.556Z
2SB,1781772185635,1062,2026-06-18T08:43:05.635Z
1SB,1781772185701,565,2026-06-18T08:43:05.701Z
1BB,1781772185714,577,2026-06-18T08:43:05.714Z
1BB,1781772187523,639,2026-06-18T08:43:07.523Z
1SB,1781772187570,625,2026-06-18T08:43:07.570Z
2SB,1781772187634,930,2026-06-18T08:43:07.634Z
2BB,1781772187668,676,2026-06-18T08:43:07.668Z
2BB,1781772189583,676,2026-06-18T08:43:09.583Z
2SB,1781772189638,745,2026-06-18T08:43:09.638Z
1SB,1781772189667,634,2026-06-18T08:43:09.667Z
1BB,1781772189717,634,2026-06-18T08:43:09.717Z
1BB,1781772191523,650,2026-06-18T08:43:11.523Z
2SB,1781772191634,912,2026-06-18T08:43:11.634Z
1SB,1781772191666,631,2026-06-18T08:43:11.666Z
1BB,1781772193624,652,2026-06-18T08:43:13.624Z
2SB,1781772193643,902,2026-06-18T08:43:13.643Z
1SB,1781772193643,638,2026-06-18T08:43:13.643Z
2BB,1781772195595,671,2026-06-18T08:43:15.595Z
1BB,1781772195706,656,2026-06-18T08:43:15.706Z
2SB,1781772195722,936,2026-06-18T08:43:15.722Z
1SB,1781772195722,643,2026-06-18T08:43:15.722Z
1SB,1781772197630,643,2026-06-18T08:43:17.630Z
2SB,1781772197630,894,2026-06-18T08:43:17.630Z
2BB,1781772197699,672,2026-06-18T08:43:17.699Z
2BB,1781772199622,672,2026-06-18T08:43:19.622Z
1SB,1781772199716,647,2026-06-18T08:43:19.716Z
1BB,1781772199720,640,2026-06-18T08:43:19.720Z
2SB,1781772199726,889,2026-06-18T08:43:19.726Z
2SB,1781772201714,887,2026-06-18T08:43:21.714Z
2BB,1781772201730,676,2026-06-18T08:43:21.730Z
1SB,1781772201795,654,2026-06-18T08:43:21.795Z
1BB,1781772201821,635,2026-06-18T08:43:21.821Z
1BB,1781772203615,652,2026-06-18T08:43:23.615Z
2BB,1781772203643,675,2026-06-18T08:43:23.643Z
1SB,1781772203678,653,2026-06-18T08:43:23.678Z
2SB,1781772203710,896,2026-06-18T08:43:23.710Z
2SB,1781772205719,922,2026-06-18T08:43:25.719Z
1SB,1781772205762,657,2026-06-18T08:43:25.762Z
2BB,1781772207656,676,2026-06-18T08:43:27.656Z
1SB,1781772207656,643,2026-06-18T08:43:27.656Z
2SB,1781772207703,935,2026-06-18T08:43:27.703Z
1BB,1781772207703,641,2026-06-18T08:43:27.703Z
2BB,1781772211668,676,2026-06-18T08:43:31.668Z
1SB,1781772211732,652,2026-06-18T08:43:31.732Z
2SB,1781772211795,938,2026-06-18T08:43:31.795Z
1BB,1781772211811,639,2026-06-18T08:43:31.811Z
1BB,1781772213620,637,2026-06-18T08:43:33.620Z
2SB,1781772213699,938,2026-06-18T08:43:33.699Z
1SB,1781772213731,654,2026-06-18T08:43:33.731Z
2SB,1781772215776,958,2026-06-18T08:43:35.776Z
1BB,1781772215808,652,2026-06-18T08:43:35.808Z
1SB,1781772215808,650,2026-06-18T08:43:35.808Z
1BB,1781772217712,646,2026-06-18T08:43:37.712Z
2SB,1781772219783,943,2026-06-18T08:43:39.783Z
1SB,1781772219793,640,2026-06-18T08:43:39.793Z
1BB,1781772219811,642,2026-06-18T08:43:39.811Z
1BB,1781772221698,663,2026-06-18T08:43:41.698Z
2BB,1781772221718,667,2026-06-18T08:43:41.718Z
2SB,1781772221777,951,2026-06-18T08:43:41.777Z
1SB,1781772221777,644,2026-06-18T08:43:41.777Z
1SB,1781772225856,638,2026-06-18T08:43:45.856Z
2SB,1781772225871,957,2026-06-18T08:43:45.871Z
1BB,1781772225903,647,2026-06-18T08:43:45.903Z
2BB,1781772225935,671,2026-06-18T08:43:45.935Z
2BB,1781772229854,671,2026-06-18T08:43:49.854Z
2SB,1781772229865,960,2026-06-18T08:43:49.865Z
1BB,1781772229904,647,2026-06-18T08:43:49.904Z
1SB,1781772229930,656,2026-06-18T08:43:49.930Z
1SB,1781772231914,657,2026-06-18T08:43:51.914Z
2SB,1781772231967,962,2026-06-18T08:43:51.967Z
2BB,1781772231973,667,2026-06-18T08:43:51.973Z
1BB,1781772231995,644,2026-06-18T08:43:51.995Z
1BB,1781772233796,632,2026-06-18T08:43:53.796Z
2BB,1781772233876,676,2026-06-18T08:43:53.876Z
1SB,1781772233908,648,2026-06-18T08:43:53.908Z
2SB,1781772233940,974,2026-06-18T08:43:53.940Z
2BB,1781772235887,676,2026-06-18T08:43:55.887Z
2SB,1781772235951,971,2026-06-18T08:43:55.951Z
1SB,1781772235993,646,2026-06-18T08:43:55.993Z
1BB,1781772235999,644,2026-06-18T08:43:55.999Z
2BB,1781772239928,676,2026-06-18T08:43:59.928Z
2SB,1781772239944,959,2026-06-18T08:43:59.944Z
1SB,1781772239960,670,2026-06-18T08:43:59.960Z
1BB,1781772239992,642,2026-06-18T08:43:59.992Z
1SB,1781772241959,660,2026-06-18T08:44:01.959Z
1BB,1781772241991,630,2026-06-18T08:44:01.991Z
2BB,1781772242006,676,2026-06-18T08:44:02.006Z
2SB,1781772242038,818,2026-06-18T08:44:02.038Z
2SB,1781772243845,966,2026-06-18T08:44:03.845Z
1BB,1781772243899,643,2026-06-18T08:44:03.899Z
1SB,1781772243953,648,2026-06-18T08:44:03.953Z
2BB,1781772245931,677,2026-06-18T08:44:05.931Z
1SB,1781772245956,661,2026-06-18T08:44:05.956Z
1BB,1781772245993,642,2026-06-18T08:44:05.993Z
2SB,1781772246026,957,2026-06-18T08:44:06.026Z
2BB,1781772247845,668,2026-06-18T08:44:07.845Z
1BB,1781772247909,658,2026-06-18T08:44:07.909Z
2SB,1781772247925,928,2026-06-18T08:44:07.925Z
1SB,1781772247941,653,2026-06-18T08:44:07.941Z
2BB,1781772249956,677,2026-06-18T08:44:09.956Z
1BB,1781772249988,638,2026-06-18T08:44:09.988Z
1SB,1781772250004,658,2026-06-18T08:44:10.004Z
2SB,1781772250025,774,2026-06-18T08:44:10.025Z
2BB,1781772253873,677,2026-06-18T08:44:13.873Z
1SB,1781772253994,612,2026-06-18T08:44:13.994Z
1BB,1781772253994,603,2026-06-18T08:44:13.994Z
2SB,1781772254010,767,2026-06-18T08:44:14.010Z
1SB,1781772258066,649,2026-06-18T08:44:18.066Z
2BB,1781772258085,669,2026-06-18T08:44:18.085Z
1BB,1781772258092,555,2026-06-18T08:44:18.092Z
2SB,1781772258108,887,2026-06-18T08:44:18.108Z
1BB,1781772259993,580,2026-06-18T08:44:19.993Z
2BB,1781772259999,677,2026-06-18T08:44:19.999Z
2SB,1781772260096,873,2026-06-18T08:44:20.096Z
1SB,1781772260143,698,2026-06-18T08:44:20.143Z
1SB,1781772262049,675,2026-06-18T08:44:22.049Z
1BB,1781772262087,674,2026-06-18T08:44:22.087Z
2BB,1781772262092,673,2026-06-18T08:44:22.092Z
2SB,1781772262092,744,2026-06-18T08:44:22.092Z
2BB,1781772264007,664,2026-06-18T08:44:24.007Z
1BB,1781772264087,620,2026-06-18T08:44:24.087Z
2SB,1781772264087,809,2026-06-18T08:44:24.087Z
1SB,1781772264118,669,2026-06-18T08:44:24.118Z
1SB,1781772266022,660,2026-06-18T08:44:26.022Z
2BB,1781772266022,668,2026-06-18T08:44:26.022Z
1BB,1781772266085,633,2026-06-18T08:44:26.085Z
2SB,1781772266085,879,2026-06-18T08:44:26.085Z
1BB,1781772267985,670,2026-06-18T08:44:27.985Z
2SB,1781772268081,828,2026-06-18T08:44:28.081Z
1SB,1781772268112,647,2026-06-18T08:44:28.112Z
2BB,1781772268112,673,2026-06-18T08:44:28.112Z
2BB,1781772269933,664,2026-06-18T08:44:29.933Z
2SB,1781772270075,806,2026-06-18T08:44:30.075Z
1BB,1781772270075,650,2026-06-18T08:44:30.075Z
1SB,1781772270091,650,2026-06-18T08:44:30.091Z
1BB,1781772271997,637,2026-06-18T08:44:31.997Z
2SB,1781772272084,816,2026-06-18T08:44:32.084Z
2BB,1781772272140,669,2026-06-18T08:44:32.140Z
2BB,1781772273961,677,2026-06-18T08:44:33.961Z
1SB,1781772274072,679,2026-06-18T08:44:34.072Z
2SB,1781772274072,752,2026-06-18T08:44:34.072Z
1BB,1781772274072,632,2026-06-18T08:44:34.072Z
2BB,1781772275959,676,2026-06-18T08:44:35.959Z
1BB,1781772275994,650,2026-06-18T08:44:35.994Z
1SB,1781772276070,671,2026-06-18T08:44:36.070Z
2SB,1781772276070,818,2026-06-18T08:44:36.070Z
1SB,1781772278153,657,2026-06-18T08:44:38.153Z
2SB,1781772278153,824,2026-06-18T08:44:38.153Z
2BB,1781772279995,672,2026-06-18T08:44:39.995Z
1SB,1781772280042,638,2026-06-18T08:44:40.042Z
2SB,1781772280058,803,2026-06-18T08:44:40.058Z
1BB,1781772280074,613,2026-06-18T08:44:40.074Z
2BB,1781772284011,673,2026-06-18T08:44:44.011Z
1SB,1781772284031,669,2026-06-18T08:44:44.031Z
2SB,1781772284052,774,2026-06-18T08:44:44.052Z
1BB,1781772284084,623,2026-06-18T08:44:44.084Z
2BB,1781772286104,677,2026-06-18T08:44:46.104Z
2SB,1781772286151,782,2026-06-18T08:44:46.151Z
1BB,1781772286167,634,2026-06-18T08:44:46.167Z
1BB,1781772287981,646,2026-06-18T08:44:47.981Z
2BB,1781772288013,677,2026-06-18T08:44:48.013Z
2SB,1781772288051,777,2026-06-18T08:44:48.051Z
1SB,1781772288108,685,2026-06-18T08:44:48.108Z
1SB,1781772290093,668,2026-06-18T08:44:50.093Z
2SB,1781772290141,802,2026-06-18T08:44:50.141Z
1BB,1781772290173,618,2026-06-18T08:44:50.173Z
2BB,1781772291937,668,2026-06-18T08:44:51.937Z
1BB,1781772291986,645,2026-06-18T08:44:51.986Z
2SB,1781772292044,809,2026-06-18T08:44:52.044Z
1SB,1781772292078,670,2026-06-18T08:44:52.078Z
1SB,1781772294069,680,2026-06-18T08:44:54.069Z
1BB,1781772294084,653,2026-06-18T08:44:54.084Z
2SB,1781772294132,765,2026-06-18T08:44:54.132Z
2BB,1781772294150,677,2026-06-18T08:44:54.150Z
2SB,1781772296226,757,2026-06-18T08:44:56.226Z
1SB,1781772296250,659,2026-06-18T08:44:56.250Z
2BB,1781772296257,668,2026-06-18T08:44:56.257Z
1BB,1781772296257,600,2026-06-18T08:44:56.257Z
1BB,1781772298192,634,2026-06-18T08:44:58.192Z
2SB,1781772298192,788,2026-06-18T08:44:58.192Z
2SB,1781772300117,801,2026-06-18T08:45:00.117Z
1SB,1781772300133,671,2026-06-18T08:45:00.133Z
1BB,1781772300165,634,2026-06-18T08:45:00.165Z
2BB,1781772300165,668,2026-06-18T08:45:00.165Z
1BB,1781772304067,649,2026-06-18T08:45:04.067Z
2BB,1781772304099,672,2026-06-18T08:45:04.099Z
1SB,1781772304099,653,2026-06-18T08:45:04.099Z
2SB,1781772304115,827,2026-06-18T08:45:04.115Z
1BB,1781772306161,630,2026-06-18T08:45:06.161Z
1SB,1781772306193,697,2026-06-18T08:45:06.193Z
2BB,1781772306193,668,2026-06-18T08:45:06.193Z
2SB,1781772306209,803,2026-06-18T08:45:06.209Z
1BB,1781772308068,598,2026-06-18T08:45:08.068Z
2SB,1781772308115,812,2026-06-18T08:45:08.115Z
2BB,1781772308115,669,2026-06-18T08:45:08.115Z
1SB,1781772308181,669,2026-06-18T08:45:08.181Z
2BB,1781772310116,676,2026-06-18T08:45:10.116Z
1SB,1781772310164,686,2026-06-18T08:45:10.164Z
2SB,1781772310195,794,2026-06-18T08:45:10.195Z
2BB,1781772312232,677,2026-06-18T08:45:12.232Z
1SB,1781772312245,683,2026-06-18T08:45:12.245Z
1BB,1781772312270,617,2026-06-18T08:45:12.270Z
2SB,1781772312291,768,2026-06-18T08:45:12.291Z
1BB,1781772314062,601,2026-06-18T08:45:14.062Z
1SB,1781772314141,681,2026-06-18T08:45:14.141Z
2BB,1781772314157,672,2026-06-18T08:45:14.157Z
2SB,1781772314189,786,2026-06-18T08:45:14.189Z
1SB,1781772316227,651,2026-06-18T08:45:16.227Z
2BB,1781772316252,677,2026-06-18T08:45:16.252Z
1BB,1781772316252,624,2026-06-18T08:45:16.252Z
2SB,1781772316284,752,2026-06-18T08:45:16.284Z
2BB,1781772318060,664,2026-06-18T08:45:18.060Z
1BB,1781772318060,607,2026-06-18T08:45:18.060Z
2SB,1781772318171,764,2026-06-18T08:45:18.171Z
1SB,1781772318203,664,2026-06-18T08:45:18.203Z
1SB,1781772320202,668,2026-06-18T08:45:20.202Z
1BB,1781772320266,610,2026-06-18T08:45:20.266Z
2BB,1781772320266,677,2026-06-18T08:45:20.266Z
2SB,1781772320266,765,2026-06-18T08:45:20.266Z
1BB,1781772322358,641,2026-06-18T08:45:22.358Z
2SB,1781772322358,787,2026-06-18T08:45:22.358Z
2BB,1781772322358,772,2026-06-18T08:45:22.358Z
1SB,1781772322387,668,2026-06-18T08:45:22.387Z
1BB,1781772324263,623,2026-06-18T08:45:24.263Z
1SB,1781772324288,648,2026-06-18T08:45:24.288Z
2BB,1781772324292,681,2026-06-18T08:45:24.292Z
2SB,1781772324365,786,2026-06-18T08:45:24.365Z
1BB,1781772326348,634,2026-06-18T08:45:26.348Z
2SB,1781772326364,780,2026-06-18T08:45:26.364Z
1SB,1781772326364,657,2026-06-18T08:45:26.364Z
2BB,1781772326391,677,2026-06-18T08:45:26.391Z
2BB,1781772328209,676,2026-06-18T08:45:28.209Z
1SB,1781772328352,675,2026-06-18T08:45:28.352Z
2SB,1781772328352,761,2026-06-18T08:45:28.352Z
1SB,1781772330335,645,2026-06-18T08:45:30.335Z
2SB,1781772330351,776,2026-06-18T08:45:30.351Z
1BB,1781772330351,572,2026-06-18T08:45:30.351Z
2BB,1781772330398,690,2026-06-18T08:45:30.398Z
2BB,1781772332222,664,2026-06-18T08:45:32.222Z
2SB,1781772332349,782,2026-06-18T08:45:32.349Z
2BB,1781772336236,681,2026-06-18T08:45:36.236Z
1SB,1781772336316,640,2026-06-18T08:45:36.316Z
2SB,1781772336363,765,2026-06-18T08:45:36.363Z
1BB,1781772336363,618,2026-06-18T08:45:36.363Z
2SB,1781772338341,792,2026-06-18T08:45:38.341Z
2BB,1781772338341,677,2026-06-18T08:45:38.341Z
1SB,1781772338399,632,2026-06-18T08:45:38.399Z
1SB,1781772340384,588,2026-06-18T08:45:40.384Z
2SB,1781772340432,771,2026-06-18T08:45:40.432Z
2BB,1781772340447,676,2026-06-18T08:45:40.447Z
2BB,1781772342272,677,2026-06-18T08:45:42.272Z
2SB,1781772342335,787,2026-06-18T08:45:42.335Z
1SB,1781772342367,609,2026-06-18T08:45:42.367Z
1SB,1781772344369,628,2026-06-18T08:45:44.369Z
2BB,1781772344369,676,2026-06-18T08:45:44.369Z
2SB,1781772344441,814,2026-06-18T08:45:44.441Z
2BB,1781772346274,677,2026-06-18T08:45:46.274Z
2SB,1781772346322,819,2026-06-18T08:45:46.322Z
1BB,1781772346354,672,2026-06-18T08:45:46.354Z
1SB,1781772346354,619,2026-06-18T08:45:46.354Z
1SB,1781772348339,610,2026-06-18T08:45:48.339Z
2SB,1781772348418,773,2026-06-18T08:45:48.418Z
1BB,1781772348452,670,2026-06-18T08:45:48.452Z
1BB,1781772350261,701,2026-06-18T08:45:50.261Z
2BB,1781772350309,677,2026-06-18T08:45:50.309Z
2SB,1781772350309,800,2026-06-18T08:45:50.309Z
1SB,1781772350325,622,2026-06-18T08:45:50.325Z
2SB,1781772352415,792,2026-06-18T08:45:52.415Z
1SB,1781772352426,576,2026-06-18T08:45:52.426Z
1BB,1781772356346,709,2026-06-18T08:45:56.346Z
1SB,1781772356393,561,2026-06-18T08:45:56.393Z
2SB,1781772356393,819,2026-06-18T08:45:56.393Z
2BB,1781772358343,677,2026-06-18T08:45:58.343Z
2SB,1781772358406,813,2026-06-18T08:45:58.406Z
2BB,1781772360255,668,2026-06-18T08:46:00.255Z
1SB,1781772360376,581,2026-06-18T08:46:00.376Z
2SB,1781772360391,752,2026-06-18T08:46:00.391Z
1SB,1781772362361,552,2026-06-18T08:46:02.361Z
2SB,1781772362393,833,2026-06-18T08:46:02.393Z
2BB,1781772362457,664,2026-06-18T08:46:02.457Z
2BB,1781772364366,672,2026-06-18T08:46:04.366Z
1SB,1781772364449,591,2026-06-18T08:46:04.449Z
2SB,1781772364487,852,2026-06-18T08:46:04.487Z
2SB,1781772366295,884,2026-06-18T08:46:06.295Z
